user_id,recency,frequency,r_score,f_score,avg_r,avg_f,user_class
13561,2017-12-03,40,40,40,60.0,60.0,普通用户
135612,2017-12-03,30,40,20,60.0,60.0,普通用户
135620,2017-12-03,10,40,20,60.0,60.0,普通用户
135629,2017-12-03,61,40,60,60.0,60.0,普通用户
135630,2017-12-03,23,40,20,60.0,60.0,普通用户
135631,2017-12-03,85,40,60,60.0,60.0,普通用户
135636,2017-12-03,284,40,100,60.0,60.0,活跃用户
135648,2017-12-03,75,40,60,60.0,60.0,普通用户
135652,2017-12-03,184,40,100,60.0,60.0,活跃用户
135657,2017-12-03,25,40,20,60.0,60.0,普通用户
135658,2017-12-03,26,40,20,60.0,60.0,普通用户
13566,2017-12-03,67,40,60,60.0,60.0,普通用户
135660,2017-12-03,71,40,60,60.0,60.0,普通用户
135666,2017-12-03,62,40,60,60.0,60.0,普通用户
135677,2017-12-03,85,40,60,60.0,60.0,普通用户
135684,2017-12-03,137,40,80,60.0,60.0,活跃用户
135688,2017-12-03,78,40,60,60.0,60.0,普通用户
13570,2017-12-03,120,40,80,60.0,60.0,活跃用户
135718,2017-12-03,142,40,80,60.0,60.0,活跃用户
13572,2017-12-03,91,40,60,60.0,60.0,普通用户
135721,2017-12-03,106,40,80,60.0,60.0,活跃用户
135724,2017-12-03,50,40,40,60.0,60.0,普通用户
135725,2017-12-03,131,40,80,60.0,60.0,活跃用户
13573,2017-12-03,9,40,20,60.0,60.0,普通用户
135733,2017-12-03,76,40,60,60.0,60.0,普通用户
135737,2017-12-03,387,40,100,60.0,60.0,活跃用户
13574,2017-12-03,117,40,80,60.0,60.0,活跃用户
135741,2017-12-03,56,40,40,60.0,60.0,普通用户
135754,2017-12-03,76,40,60,60.0,60.0,普通用户
135759,2017-12-03,107,40,80,60.0,60.0,活跃用户
135766,2017-12-03,133,40,80,60.0,60.0,活跃用户
135770,2017-12-03,117,40,80,60.0,60.0,活跃用户
135772,2017-12-03,95,40,60,60.0,60.0,普通用户
135776,2017-12-03,340,40,100,60.0,60.0,活跃用户
135777,2017-12-03,43,40,40,60.0,60.0,普通用户
135780,2017-12-03,76,40,60,60.0,60.0,普通用户
135781,2017-12-03,77,40,60,60.0,60.0,普通用户
135782,2017-12-03,89,40,60,60.0,60.0,普通用户
135783,2017-12-03,156,40,80,60.0,60.0,活跃用户
135784,2017-12-03,90,40,60,60.0,60.0,普通用户
13579,2017-12-03,121,40,80,60.0,60.0,活跃用户
135794,2017-12-03,13,40,20,60.0,60.0,普通用户
135795,2017-12-03,93,40,60,60.0,60.0,普通用户
1358,2017-12-03,111,40,80,60.0,60.0,活跃用户
135800,2017-12-03,82,40,60,60.0,60.0,普通用户
135802,2017-12-03,118,40,80,60.0,60.0,活跃用户
135805,2017-12-03,184,40,100,60.0,60.0,活跃用户
135808,2017-12-03,143,40,80,60.0,60.0,活跃用户
135810,2017-12-03,112,40,80,60.0,60.0,活跃用户
135812,2017-12-03,202,40,100,60.0,60.0,活跃用户
135816,2017-12-03,116,40,80,60.0,60.0,活跃用户
135840,2017-12-03,54,40,40,60.0,60.0,普通用户
135846,2017-12-03,155,40,80,60.0,60.0,活跃用户
135847,2017-12-03,187,40,100,60.0,60.0,活跃用户
135849,2017-12-03,97,40,80,60.0,60.0,活跃用户
135853,2017-12-03,27,40,20,60.0,60.0,普通用户
135859,2017-12-03,287,40,100,60.0,60.0,活跃用户
135865,2017-12-03,450,40,100,60.0,60.0,活跃用户
135868,2017-12-03,139,40,80,60.0,60.0,活跃用户
135869,2017-12-03,37,40,40,60.0,60.0,普通用户
135871,2017-12-03,52,40,40,60.0,60.0,普通用户
135876,2017-12-03,57,40,40,60.0,60.0,普通用户
135878,2017-12-03,73,40,60,60.0,60.0,普通用户
135884,2017-12-03,72,40,60,60.0,60.0,普通用户
135887,2017-12-03,93,40,60,60.0,60.0,普通用户
135904,2017-12-03,32,40,20,60.0,60.0,普通用户
135907,2017-12-03,12,40,20,60.0,60.0,普通用户
135909,2017-12-03,265,40,100,60.0,60.0,活跃用户
135912,2017-12-03,26,40,20,60.0,60.0,普通用户
135915,2017-12-03,11,40,20,60.0,60.0,普通用户
135917,2017-12-03,66,40,60,60.0,60.0,普通用户
135922,2017-12-03,81,40,60,60.0,60.0,普通用户
135927,2017-12-03,111,40,80,60.0,60.0,活跃用户
13593,2017-12-03,48,40,40,60.0,60.0,普通用户
135930,2017-12-03,154,40,80,60.0,60.0,活跃用户
135947,2017-12-03,309,40,100,60.0,60.0,活跃用户
135952,2017-12-03,49,40,40,60.0,60.0,普通用户
135955,2017-12-03,69,40,60,60.0,60.0,普通用户
135957,2017-12-03,57,40,40,60.0,60.0,普通用户
135959,2017-12-03,22,40,20,60.0,60.0,普通用户
13596,2017-12-03,49,40,40,60.0,60.0,普通用户
135964,2017-12-03,119,40,80,60.0,60.0,活跃用户
135970,2017-12-02,221,20,100,60.0,60.0,活跃用户
135992,2017-12-03,97,40,80,60.0,60.0,活跃用户
135994,2017-12-03,186,40,100,60.0,60.0,活跃用户
135999,2017-12-03,139,40,80,60.0,60.0,活跃用户
136001,2017-12-03,70,40,60,60.0,60.0,普通用户
136007,2017-12-02,69,20,60,60.0,60.0,普通用户
136019,2017-12-03,59,40,40,60.0,60.0,普通用户
136021,2017-12-03,8,40,20,60.0,60.0,普通用户
136029,2017-12-03,105,40,80,60.0,60.0,活跃用户
136032,2017-12-03,15,40,20,60.0,60.0,普通用户
136033,2017-12-03,195,40,100,60.0,60.0,活跃用户
136037,2017-12-03,13,40,20,60.0,60.0,普通用户
136039,2017-12-03,103,40,80,60.0,60.0,活跃用户
13604,2017-12-03,66,40,60,60.0,60.0,普通用户
136042,2017-12-03,186,40,100,60.0,60.0,活跃用户
136043,2017-12-03,70,40,60,60.0,60.0,普通用户
136044,2017-12-03,25,40,20,60.0,60.0,普通用户
136047,2017-12-03,30,40,20,60.0,60.0,普通用户
13605,2017-12-03,8,40,20,60.0,60.0,普通用户
136055,2017-12-03,66,40,60,60.0,60.0,普通用户
136057,2017-12-03,61,40,60,60.0,60.0,普通用户
136058,2017-12-03,27,40,20,60.0,60.0,普通用户
136059,2017-12-03,116,40,80,60.0,60.0,活跃用户
136062,2017-12-03,248,40,100,60.0,60.0,活跃用户
136077,2017-12-03,136,40,80,60.0,60.0,活跃用户
136086,2017-12-03,26,40,20,60.0,60.0,普通用户
136087,2017-12-03,41,40,40,60.0,60.0,普通用户
136090,2017-12-03,126,40,80,60.0,60.0,活跃用户
136095,2017-12-03,249,40,100,60.0,60.0,活跃用户
136098,2017-12-03,13,40,20,60.0,60.0,普通用户
13610,2017-12-03,274,40,100,60.0,60.0,活跃用户
136105,2017-12-03,24,40,20,60.0,60.0,普通用户
136115,2017-12-03,110,40,80,60.0,60.0,活跃用户
136118,2017-12-03,77,40,60,60.0,60.0,普通用户
136138,2017-12-03,422,40,100,60.0,60.0,活跃用户
136139,2017-12-03,301,40,100,60.0,60.0,活跃用户
136143,2017-12-03,42,40,40,60.0,60.0,普通用户
136145,2017-12-03,67,40,60,60.0,60.0,普通用户
13615,2017-12-03,298,40,100,60.0,60.0,活跃用户
136150,2017-12-03,382,40,100,60.0,60.0,活跃用户
136152,2017-12-03,84,40,60,60.0,60.0,普通用户
136153,2017-12-03,113,40,80,60.0,60.0,活跃用户
136154,2017-12-03,59,40,40,60.0,60.0,普通用户
136156,2017-12-03,190,40,100,60.0,60.0,活跃用户
136159,2017-12-03,6,40,20,60.0,60.0,普通用户
13617,2017-12-03,176,40,100,60.0,60.0,活跃用户
136179,2017-12-03,88,40,60,60.0,60.0,普通用户
13618,2017-12-03,111,40,80,60.0,60.0,活跃用户
136189,2017-12-03,198,40,100,60.0,60.0,活跃用户
136195,2017-12-03,29,40,20,60.0,60.0,普通用户
136209,2017-12-03,119,40,80,60.0,60.0,活跃用户
13621,2017-12-03,21,40,20,60.0,60.0,普通用户
136215,2017-12-03,70,40,60,60.0,60.0,普通用户
136218,2017-12-03,42,40,40,60.0,60.0,普通用户
13622,2017-12-03,92,40,60,60.0,60.0,普通用户
136226,2017-12-03,78,40,60,60.0,60.0,普通用户
136227,2017-12-03,117,40,80,60.0,60.0,活跃用户
136228,2017-12-03,26,40,20,60.0,60.0,普通用户
13623,2017-12-03,116,40,80,60.0,60.0,活跃用户
136231,2017-12-03,126,40,80,60.0,60.0,活跃用户
136233,2017-12-03,22,40,20,60.0,60.0,普通用户
13624,2017-12-03,165,40,100,60.0,60.0,活跃用户
136252,2017-12-03,39,40,40,60.0,60.0,普通用户
136255,2017-12-03,51,40,40,60.0,60.0,普通用户
136256,2017-12-03,171,40,100,60.0,60.0,活跃用户
136260,2017-12-03,78,40,60,60.0,60.0,普通用户
136268,2017-12-03,56,40,40,60.0,60.0,普通用户
136270,2017-12-03,171,40,100,60.0,60.0,活跃用户
136272,2017-12-03,51,40,40,60.0,60.0,普通用户
136277,2017-12-02,17,20,20,60.0,60.0,普通用户
136278,2017-12-03,81,40,60,60.0,60.0,普通用户
136279,2017-12-03,57,40,40,60.0,60.0,普通用户
136282,2017-12-03,242,40,100,60.0,60.0,活跃用户
136290,2017-12-03,8,40,20,60.0,60.0,普通用户
136293,2017-12-03,162,40,100,60.0,60.0,活跃用户
136301,2017-12-03,56,40,40,60.0,60.0,普通用户
136305,2017-12-03,30,40,20,60.0,60.0,普通用户
136306,2017-12-03,52,40,40,60.0,60.0,普通用户
136323,2017-12-03,116,40,80,60.0,60.0,活跃用户
136343,2017-12-03,499,40,100,60.0,60.0,活跃用户
136349,2017-12-03,64,40,60,60.0,60.0,普通用户
136354,2017-12-03,112,40,80,60.0,60.0,活跃用户
136356,2017-12-03,44,40,40,60.0,60.0,普通用户
136359,2017-12-03,250,40,100,60.0,60.0,活跃用户
136361,2017-12-03,154,40,80,60.0,60.0,活跃用户
136370,2017-12-03,75,40,60,60.0,60.0,普通用户
136377,2017-12-03,9,40,20,60.0,60.0,普通用户
13638,2017-12-03,171,40,100,60.0,60.0,活跃用户
136380,2017-12-03,28,40,20,60.0,60.0,普通用户
136381,2017-12-03,85,40,60,60.0,60.0,普通用户
136386,2017-12-03,20,40,20,60.0,60.0,普通用户
13639,2017-12-03,131,40,80,60.0,60.0,活跃用户
136390,2017-12-03,29,40,20,60.0,60.0,普通用户
136396,2017-12-03,31,40,20,60.0,60.0,普通用户
136398,2017-12-03,92,40,60,60.0,60.0,普通用户
136399,2017-12-03,47,40,40,60.0,60.0,普通用户
1364,2017-12-03,122,40,80,60.0,60.0,活跃用户
136406,2017-12-03,91,40,60,60.0,60.0,普通用户
136414,2017-12-03,46,40,40,60.0,60.0,普通用户
13642,2017-12-03,137,40,80,60.0,60.0,活跃用户
136424,2017-12-03,98,40,80,60.0,60.0,活跃用户
136425,2017-12-03,137,40,80,60.0,60.0,活跃用户
136426,2017-12-03,109,40,80,60.0,60.0,活跃用户
136436,2017-12-03,243,40,100,60.0,60.0,活跃用户
136439,2017-12-03,177,40,100,60.0,60.0,活跃用户
136441,2017-12-03,87,40,60,60.0,60.0,普通用户
136443,2017-12-03,36,40,40,60.0,60.0,普通用户
136448,2017-12-03,70,40,60,60.0,60.0,普通用户
136454,2017-12-03,32,40,20,60.0,60.0,普通用户
136463,2017-12-03,215,40,100,60.0,60.0,活跃用户
136464,2017-12-03,34,40,40,60.0,60.0,普通用户
136467,2017-12-03,49,40,40,60.0,60.0,普通用户
136469,2017-12-03,73,40,60,60.0,60.0,普通用户
136475,2017-12-03,21,40,20,60.0,60.0,普通用户
136488,2017-12-03,141,40,80,60.0,60.0,活跃用户
136489,2017-12-03,63,40,60,60.0,60.0,普通用户
13649,2017-12-03,15,40,20,60.0,60.0,普通用户
136494,2017-12-03,27,40,20,60.0,60.0,普通用户
1365,2017-12-03,9,40,20,60.0,60.0,普通用户
136502,2017-12-03,82,40,60,60.0,60.0,普通用户
136505,2017-12-03,101,40,80,60.0,60.0,活跃用户
136506,2017-12-03,40,40,40,60.0,60.0,普通用户
136516,2017-12-03,99,40,80,60.0,60.0,活跃用户
136518,2017-12-03,83,40,60,60.0,60.0,普通用户
136519,2017-12-03,87,40,60,60.0,60.0,普通用户
136520,2017-12-03,24,40,20,60.0,60.0,普通用户
136526,2017-12-03,15,40,20,60.0,60.0,普通用户
136531,2017-12-03,99,40,80,60.0,60.0,活跃用户
136532,2017-12-03,54,40,40,60.0,60.0,普通用户
136535,2017-12-03,55,40,40,60.0,60.0,普通用户
136537,2017-12-03,92,40,60,60.0,60.0,普通用户
136538,2017-12-02,19,20,20,60.0,60.0,普通用户
136543,2017-12-03,37,40,40,60.0,60.0,普通用户
13655,2017-12-03,93,40,60,60.0,60.0,普通用户
136560,2017-12-03,37,40,40,60.0,60.0,普通用户
136563,2017-12-03,46,40,40,60.0,60.0,普通用户
13657,2017-12-03,76,40,60,60.0,60.0,普通用户
136570,2017-12-03,42,40,40,60.0,60.0,普通用户
136573,2017-12-03,56,40,40,60.0,60.0,普通用户
136574,2017-12-03,6,40,20,60.0,60.0,普通用户
1366,2017-12-03,39,40,40,60.0,60.0,普通用户
136608,2017-12-03,47,40,40,60.0,60.0,普通用户
136611,2017-12-03,90,40,60,60.0,60.0,普通用户
136623,2017-12-03,74,40,60,60.0,60.0,普通用户
136624,2017-12-03,23,40,20,60.0,60.0,普通用户
136626,2017-12-03,125,40,80,60.0,60.0,活跃用户
136631,2017-12-03,24,40,20,60.0,60.0,普通用户
136647,2017-12-03,78,40,60,60.0,60.0,普通用户
13665,2017-12-03,43,40,40,60.0,60.0,普通用户
136655,2017-12-03,30,40,20,60.0,60.0,普通用户
13666,2017-12-03,100,40,80,60.0,60.0,活跃用户
136662,2017-12-03,97,40,80,60.0,60.0,活跃用户
136663,2017-12-03,121,40,80,60.0,60.0,活跃用户
136664,2017-12-02,61,20,60,60.0,60.0,普通用户
136667,2017-12-03,128,40,80,60.0,60.0,活跃用户
13667,2017-12-03,33,40,20,60.0,60.0,普通用户
136671,2017-12-03,84,40,60,60.0,60.0,普通用户
136676,2017-12-03,51,40,40,60.0,60.0,普通用户
136679,2017-12-03,59,40,40,60.0,60.0,普通用户
136683,2017-12-03,120,40,80,60.0,60.0,活跃用户
136688,2017-12-03,67,40,60,60.0,60.0,普通用户
136689,2017-12-03,93,40,60,60.0,60.0,普通用户
136692,2017-12-03,254,40,100,60.0,60.0,活跃用户
13670,2017-12-03,331,40,100,60.0,60.0,活跃用户
136705,2017-12-03,24,40,20,60.0,60.0,普通用户
136714,2017-12-03,226,40,100,60.0,60.0,活跃用户
136716,2017-12-03,92,40,60,60.0,60.0,普通用户
136725,2017-12-03,171,40,100,60.0,60.0,活跃用户
136726,2017-12-03,38,40,40,60.0,60.0,普通用户
13673,2017-12-03,160,40,100,60.0,60.0,活跃用户
136738,2017-12-03,33,40,20,60.0,60.0,普通用户
136740,2017-12-03,104,40,80,60.0,60.0,活跃用户
136748,2017-12-03,19,40,20,60.0,60.0,普通用户
136754,2017-12-03,60,40,40,60.0,60.0,普通用户
136763,2017-12-03,30,40,20,60.0,60.0,普通用户
136776,2017-12-03,191,40,100,60.0,60.0,活跃用户
136778,2017-12-03,160,40,100,60.0,60.0,活跃用户
136780,2017-12-03,26,40,20,60.0,60.0,普通用户
136784,2017-12-03,156,40,80,60.0,60.0,活跃用户
136787,2017-12-03,31,40,20,60.0,60.0,普通用户
136792,2017-12-03,74,40,60,60.0,60.0,普通用户
136795,2017-12-03,130,40,80,60.0,60.0,活跃用户
136797,2017-12-03,397,40,100,60.0,60.0,活跃用户
13680,2017-12-03,144,40,80,60.0,60.0,活跃用户
136801,2017-12-03,228,40,100,60.0,60.0,活跃用户
136803,2017-12-03,49,40,40,60.0,60.0,普通用户
136811,2017-12-03,21,40,20,60.0,60.0,普通用户
136813,2017-12-02,25,20,20,60.0,60.0,普通用户
136816,2017-12-03,79,40,60,60.0,60.0,普通用户
136824,2017-12-03,301,40,100,60.0,60.0,活跃用户
136827,2017-12-03,245,40,100,60.0,60.0,活跃用户
13683,2017-12-03,25,40,20,60.0,60.0,普通用户
136834,2017-12-03,217,40,100,60.0,60.0,活跃用户
136837,2017-12-03,23,40,20,60.0,60.0,普通用户
136839,2017-12-03,15,40,20,60.0,60.0,普通用户
136848,2017-12-03,97,40,80,60.0,60.0,活跃用户
13685,2017-12-03,32,40,20,60.0,60.0,普通用户
136850,2017-12-03,80,40,60,60.0,60.0,普通用户
136860,2017-12-03,53,40,40,60.0,60.0,普通用户
136878,2017-12-03,95,40,60,60.0,60.0,普通用户
136881,2017-12-03,95,40,60,60.0,60.0,普通用户
136884,2017-12-03,79,40,60,60.0,60.0,普通用户
136887,2017-12-03,19,40,20,60.0,60.0,普通用户
13689,2017-12-03,165,40,100,60.0,60.0,活跃用户
136892,2017-12-03,317,40,100,60.0,60.0,活跃用户
136897,2017-12-03,37,40,40,60.0,60.0,普通用户
136901,2017-12-03,7,40,20,60.0,60.0,普通用户
13692,2017-12-02,57,20,40,60.0,60.0,普通用户
136921,2017-12-03,5,40,20,60.0,60.0,普通用户
136927,2017-12-03,94,40,60,60.0,60.0,普通用户
136932,2017-12-03,67,40,60,60.0,60.0,普通用户
136934,2017-12-03,93,40,60,60.0,60.0,普通用户
136936,2017-12-03,23,40,20,60.0,60.0,普通用户
136941,2017-12-03,21,40,20,60.0,60.0,普通用户
136948,2017-12-03,60,40,40,60.0,60.0,普通用户
136950,2017-12-03,18,40,20,60.0,60.0,普通用户
136952,2017-12-03,195,40,100,60.0,60.0,活跃用户
136959,2017-12-03,177,40,100,60.0,60.0,活跃用户
136963,2017-12-03,75,40,60,60.0,60.0,普通用户
136966,2017-12-03,133,40,80,60.0,60.0,活跃用户
136975,2017-12-03,70,40,60,60.0,60.0,普通用户
136981,2017-12-03,283,40,100,60.0,60.0,活跃用户
136982,2017-12-03,149,40,80,60.0,60.0,活跃用户
136989,2017-12-03,37,40,40,60.0,60.0,普通用户
13699,2017-12-03,132,40,80,60.0,60.0,活跃用户
136996,2017-12-03,143,40,80,60.0,60.0,活跃用户
1370,2017-12-03,85,40,60,60.0,60.0,普通用户
137000,2017-12-03,50,40,40,60.0,60.0,普通用户
137006,2017-12-03,21,40,20,60.0,60.0,普通用户
137007,2017-12-03,97,40,80,60.0,60.0,活跃用户
137023,2017-12-03,40,40,40,60.0,60.0,普通用户
137028,2017-12-03,274,40,100,60.0,60.0,活跃用户
137029,2017-12-03,212,40,100,60.0,60.0,活跃用户
137033,2017-12-03,68,40,60,60.0,60.0,普通用户
137038,2017-12-03,133,40,80,60.0,60.0,活跃用户
137040,2017-12-03,25,40,20,60.0,60.0,普通用户
137049,2017-12-03,72,40,60,60.0,60.0,普通用户
137069,2017-12-03,69,40,60,60.0,60.0,普通用户
137071,2017-12-03,28,40,20,60.0,60.0,普通用户
137073,2017-12-03,70,40,60,60.0,60.0,普通用户
137076,2017-12-03,93,40,60,60.0,60.0,普通用户
137082,2017-12-03,111,40,80,60.0,60.0,活跃用户
137083,2017-12-03,300,40,100,60.0,60.0,活跃用户
137092,2017-12-03,148,40,80,60.0,60.0,活跃用户
137093,2017-12-03,59,40,40,60.0,60.0,普通用户
137095,2017-12-03,128,40,80,60.0,60.0,活跃用户
137098,2017-12-03,267,40,100,60.0,60.0,活跃用户
137104,2017-12-03,31,40,20,60.0,60.0,普通用户
137110,2017-12-03,22,40,20,60.0,60.0,普通用户
137112,2017-12-03,88,40,60,60.0,60.0,普通用户
137113,2017-12-03,29,40,20,60.0,60.0,普通用户
137115,2017-12-03,96,40,80,60.0,60.0,活跃用户
137119,2017-12-03,61,40,60,60.0,60.0,普通用户
137123,2017-12-03,136,40,80,60.0,60.0,活跃用户
137127,2017-12-03,111,40,80,60.0,60.0,活跃用户
137132,2017-12-03,104,40,80,60.0,60.0,活跃用户
137133,2017-12-03,15,40,20,60.0,60.0,普通用户
137135,2017-12-03,48,40,40,60.0,60.0,普通用户
137138,2017-12-03,28,40,20,60.0,60.0,普通用户
137140,2017-12-02,46,20,40,60.0,60.0,普通用户
137148,2017-12-03,174,40,100,60.0,60.0,活跃用户
137150,2017-12-03,108,40,80,60.0,60.0,活跃用户
137153,2017-12-03,174,40,100,60.0,60.0,活跃用户
137154,2017-12-03,89,40,60,60.0,60.0,普通用户
137159,2017-12-03,287,40,100,60.0,60.0,活跃用户
137164,2017-12-03,53,40,40,60.0,60.0,普通用户
137168,2017-12-03,22,40,20,60.0,60.0,普通用户
13717,2017-12-03,51,40,40,60.0,60.0,普通用户
137174,2017-12-03,154,40,80,60.0,60.0,活跃用户
137192,2017-12-03,91,40,60,60.0,60.0,普通用户
137204,2017-12-03,23,40,20,60.0,60.0,普通用户
137209,2017-12-03,152,40,80,60.0,60.0,活跃用户
137211,2017-12-03,76,40,60,60.0,60.0,普通用户
137212,2017-12-03,53,40,40,60.0,60.0,普通用户
137213,2017-12-03,113,40,80,60.0,60.0,活跃用户
137217,2017-12-03,5,40,20,60.0,60.0,普通用户
137227,2017-12-02,28,20,20,60.0,60.0,普通用户
137234,2017-12-03,105,40,80,60.0,60.0,活跃用户
137238,2017-12-03,294,40,100,60.0,60.0,活跃用户
13725,2017-12-03,84,40,60,60.0,60.0,普通用户
137252,2017-12-03,56,40,40,60.0,60.0,普通用户
137254,2017-12-03,94,40,60,60.0,60.0,普通用户
137256,2017-12-03,13,40,20,60.0,60.0,普通用户
13726,2017-12-03,83,40,60,60.0,60.0,普通用户
137260,2017-12-03,33,40,20,60.0,60.0,普通用户
137270,2017-12-03,48,40,40,60.0,60.0,普通用户
137275,2017-12-03,60,40,40,60.0,60.0,普通用户
137279,2017-12-03,29,40,20,60.0,60.0,普通用户
137281,2017-12-03,54,40,40,60.0,60.0,普通用户
137285,2017-12-03,49,40,40,60.0,60.0,普通用户
137294,2017-12-03,170,40,100,60.0,60.0,活跃用户
1373,2017-12-03,369,40,100,60.0,60.0,活跃用户
13730,2017-12-03,46,40,40,60.0,60.0,普通用户
137301,2017-12-03,49,40,40,60.0,60.0,普通用户
137311,2017-12-03,14,40,20,60.0,60.0,普通用户
137316,2017-12-03,32,40,20,60.0,60.0,普通用户
137321,2017-12-03,94,40,60,60.0,60.0,普通用户
137333,2017-12-03,83,40,60,60.0,60.0,普通用户
137335,2017-12-03,82,40,60,60.0,60.0,普通用户
137336,2017-12-03,154,40,80,60.0,60.0,活跃用户
137339,2017-12-03,131,40,80,60.0,60.0,活跃用户
13734,2017-12-03,39,40,40,60.0,60.0,普通用户
137342,2017-12-03,41,40,40,60.0,60.0,普通用户
137344,2017-12-03,19,40,20,60.0,60.0,普通用户
137348,2017-12-03,90,40,60,60.0,60.0,普通用户
137354,2017-12-03,81,40,60,60.0,60.0,普通用户
137366,2017-12-03,75,40,60,60.0,60.0,普通用户
137369,2017-12-03,24,40,20,60.0,60.0,普通用户
137382,2017-12-03,48,40,40,60.0,60.0,普通用户
137384,2017-12-03,21,40,20,60.0,60.0,普通用户
137388,2017-12-03,50,40,40,60.0,60.0,普通用户
13739,2017-12-03,96,40,80,60.0,60.0,活跃用户
137400,2017-12-03,37,40,40,60.0,60.0,普通用户
137406,2017-12-03,25,40,20,60.0,60.0,普通用户
137408,2017-12-03,287,40,100,60.0,60.0,活跃用户
137414,2017-12-03,106,40,80,60.0,60.0,活跃用户
137416,2017-12-03,71,40,60,60.0,60.0,普通用户
137422,2017-12-03,47,40,40,60.0,60.0,普通用户
137423,2017-12-03,92,40,60,60.0,60.0,普通用户
137424,2017-12-03,38,40,40,60.0,60.0,普通用户
137425,2017-12-03,32,40,20,60.0,60.0,普通用户
137427,2017-12-03,68,40,60,60.0,60.0,普通用户
137435,2017-12-03,129,40,80,60.0,60.0,活跃用户
137448,2017-12-03,130,40,80,60.0,60.0,活跃用户
13745,2017-12-03,19,40,20,60.0,60.0,普通用户
137457,2017-12-03,15,40,20,60.0,60.0,普通用户
137466,2017-12-03,33,40,20,60.0,60.0,普通用户
137467,2017-12-03,146,40,80,60.0,60.0,活跃用户
13747,2017-12-03,38,40,40,60.0,60.0,普通用户
137479,2017-12-03,129,40,80,60.0,60.0,活跃用户
137482,2017-12-03,153,40,80,60.0,60.0,活跃用户
137483,2017-12-03,62,40,60,60.0,60.0,普通用户
137489,2017-12-03,44,40,40,60.0,60.0,普通用户
137493,2017-12-03,87,40,60,60.0,60.0,普通用户
137504,2017-12-03,63,40,60,60.0,60.0,普通用户
13751,2017-12-03,113,40,80,60.0,60.0,活跃用户
137519,2017-12-03,71,40,60,60.0,60.0,普通用户
137537,2017-12-03,38,40,40,60.0,60.0,普通用户
137542,2017-12-03,129,40,80,60.0,60.0,活跃用户
137551,2017-12-03,38,40,40,60.0,60.0,普通用户
137555,2017-12-03,181,40,100,60.0,60.0,活跃用户
137566,2017-12-03,21,40,20,60.0,60.0,普通用户
137567,2017-12-03,18,40,20,60.0,60.0,普通用户
137573,2017-12-03,28,40,20,60.0,60.0,普通用户
137579,2017-12-03,48,40,40,60.0,60.0,普通用户
13759,2017-12-03,264,40,100,60.0,60.0,活跃用户
137590,2017-12-03,248,40,100,60.0,60.0,活跃用户
137591,2017-12-03,169,40,100,60.0,60.0,活跃用户
137592,2017-12-03,56,40,40,60.0,60.0,普通用户
137596,2017-12-03,51,40,40,60.0,60.0,普通用户
137614,2017-12-03,133,40,80,60.0,60.0,活跃用户
137618,2017-12-03,33,40,20,60.0,60.0,普通用户
13762,2017-12-03,64,40,60,60.0,60.0,普通用户
137620,2017-12-03,86,40,60,60.0,60.0,普通用户
137628,2017-12-03,202,40,100,60.0,60.0,活跃用户
137631,2017-12-02,87,20,60,60.0,60.0,普通用户
137635,2017-12-03,52,40,40,60.0,60.0,普通用户
137639,2017-12-03,161,40,100,60.0,60.0,活跃用户
13764,2017-12-03,289,40,100,60.0,60.0,活跃用户
137651,2017-12-03,99,40,80,60.0,60.0,活跃用户
137655,2017-12-03,21,40,20,60.0,60.0,普通用户
13766,2017-12-03,160,40,100,60.0,60.0,活跃用户
137661,2017-12-03,35,40,40,60.0,60.0,普通用户
137666,2017-12-03,218,40,100,60.0,60.0,活跃用户
13767,2017-12-03,56,40,40,60.0,60.0,普通用户
137670,2017-12-02,7,20,20,60.0,60.0,普通用户
137672,2017-12-03,86,40,60,60.0,60.0,普通用户
137676,2017-12-03,129,40,80,60.0,60.0,活跃用户
137677,2017-12-03,359,40,100,60.0,60.0,活跃用户
137678,2017-12-03,133,40,80,60.0,60.0,活跃用户
137681,2017-12-03,66,40,60,60.0,60.0,普通用户
137682,2017-12-03,116,40,80,60.0,60.0,活跃用户
137691,2017-12-03,254,40,100,60.0,60.0,活跃用户
137696,2017-12-03,43,40,40,60.0,60.0,普通用户
137698,2017-12-03,91,40,60,60.0,60.0,普通用户
137699,2017-12-03,101,40,80,60.0,60.0,活跃用户
13770,2017-12-03,20,40,20,60.0,60.0,普通用户
137703,2017-12-03,63,40,60,60.0,60.0,普通用户
137707,2017-12-03,12,40,20,60.0,60.0,普通用户
13771,2017-12-03,53,40,40,60.0,60.0,普通用户
137711,2017-12-03,35,40,40,60.0,60.0,普通用户
137712,2017-12-03,96,40,80,60.0,60.0,活跃用户
137718,2017-12-03,70,40,60,60.0,60.0,普通用户
137719,2017-12-03,16,40,20,60.0,60.0,普通用户
13772,2017-12-03,122,40,80,60.0,60.0,活跃用户
137720,2017-12-03,75,40,60,60.0,60.0,普通用户
137721,2017-12-03,240,40,100,60.0,60.0,活跃用户
137729,2017-12-03,61,40,60,60.0,60.0,普通用户
137735,2017-12-03,63,40,60,60.0,60.0,普通用户
137736,2017-12-03,191,40,100,60.0,60.0,活跃用户
137741,2017-12-03,136,40,80,60.0,60.0,活跃用户
137745,2017-12-03,18,40,20,60.0,60.0,普通用户
137755,2017-12-03,153,40,80,60.0,60.0,活跃用户
